,Player,Position,Team,Comp,Age,MP,Min,Goals,Ast,G+A,xG,xA,SoT%,npxG/Sh,G-xG,Pass Cmp%,Prog Passes,Through Balls,Passes Under Pressure,Switch Passes,Crosses,Shot Creating Actions,Dribbles to Shot,Def Action to Shot,Tackles,Press,Shots Blocked,Interceptions,Clearances,Errors,Dribbles Successful,Dribble Distance,Mistakes,Ball Recoveries,Air Duels Won%,Values
326,Stefan Radu,DF,lazio,it Serie A,33,31,2458,0.0,0.11,0.11,0.01,0.05,0.0,0.04,-0.01,83.9,5.42,0.07,6.04,1.36,1.58,1.39,0.04,0.0,1.61,8.94,0.55,1.65,2.97,0.07,0.51,135.8,0.33,9.34,62.7,2200000.0
327,Robert Lewandowski,FW,bayern munich,de Bundesliga,31,29,2458,1.5,0.26,1.76,1.16,0.13,43.1,0.19,0.34,76.5,1.9,0.15,5.53,0.55,0.81,2.71,0.18,0.04,0.66,11.9,0.07,0.26,0.29,0.0,0.92,54.9,2.49,4.25,48.6,66000000.0
328,Franck Honorat,MFFW,brest,fr Ligue 1,23,36,2458,0.29,0.15,0.44,0.13,0.25,57.1,0.09,0.16,66.9,3.15,0.18,5.49,2.53,4.14,3.85,0.26,0.07,1.36,17.9,0.07,0.88,1.06,0.0,1.28,107.9,1.39,6.12,42.3,7700000.0
329,Edu Exposito,MF,eibar,es La Liga,23,31,2455,0.0,0.11,0.11,0.12,0.1,22.0,0.04,-0.12,74.6,4.36,0.04,7.8,1.68,1.32,3.08,0.26,0.11,1.58,16.2,0.15,1.17,0.84,0.04,1.54,86.9,1.32,12.2,46.2,3850000.0
330,Junior Sambia,DFMF,montpellier,fr Ligue 1,23,36,2448,0.04,0.22,0.26,0.04,0.09,42.1,0.06,-0.0,78.9,4.71,0.18,5.15,1.58,2.24,2.39,0.11,0.0,1.95,10.6,0.51,1.25,2.24,0.0,1.51,121.7,0.99,6.51,46.3,7150000.0
331,Maxwel Cornet,DFFW,lyon,fr Ligue 1,23,36,2446,0.07,0.18,0.26,0.09,0.13,50.0,0.12,-0.02,79.4,4.23,0.04,6.21,1.03,2.35,2.06,0.0,0.0,2.94,11.1,0.11,1.62,3.13,0.07,0.74,127.6,0.92,9.3,59.3,13200000.0
332,Abdoulaye Doucoure,MF,everton,eng Premier League,27,29,2443,0.07,0.11,0.18,0.08,0.08,27.8,0.12,-0.0,86.0,2.4,0.11,7.56,0.63,0.37,1.51,0.04,0.07,2.07,20.1,0.33,1.29,1.07,0.04,0.63,89.9,1.11,11.2,58.7,27500000.0
333,Sofyan Amrabat,MF,fiorentina,it Serie A,23,31,2441,0.0,0.0,0.0,0.01,0.02,33.3,0.05,-0.01,88.8,4.1,0.0,6.61,2.4,0.37,1.25,0.04,0.0,2.21,20.9,0.18,0.77,0.74,0.0,1.51,113.0,0.66,9.45,30.8,16500000.0
334,Jose Luis Morales,FWMF,levante,es La Liga,33,38,2439,0.48,0.11,0.59,0.31,0.13,45.6,0.13,0.17,68.8,1.96,0.11,5.24,0.96,2.77,2.29,0.18,0.04,0.74,16.1,0.0,0.41,0.55,0.0,1.33,87.0,1.48,4.61,35.3,6600000.0
335,Yvan Neyou,MF,saint-etienne,fr Ligue 1,23,31,2438,0.04,0.07,0.11,0.05,0.07,22.6,0.04,-0.01,87.0,2.66,0.11,6.97,1.48,0.3,1.51,0.15,0.04,2.4,14.4,0.15,0.85,1.0,0.0,2.21,121.1,0.7,9.26,58.1,5500000.0
336,Martin Terrier,FWMF,rennes,fr Ligue 1,23,34,2436,0.33,0.26,0.59,0.23,0.17,37.0,0.12,0.1,80.4,1.85,0.04,7.68,0.55,1.03,2.95,0.15,0.07,1.25,19.1,0.04,0.66,0.37,0.0,0.96,70.8,2.4,4.32,42.5,14300000.0
337,Damian Suarez,DF,getafe,es La Liga,32,31,2434,0.04,0.0,0.04,0.01,0.03,20.0,0.03,0.03,66.1,5.11,0.04,3.74,2.41,2.33,1.33,0.04,0.04,2.04,18.6,0.07,1.26,3.19,0.0,0.74,62.5,0.37,9.67,56.1,1650000.0
338,Miguel Almiron,MFFW,newcastle utd,eng Premier League,26,34,2429,0.15,0.04,0.19,0.12,0.1,39.4,0.1,0.03,81.1,2.41,0.07,5.22,0.63,1.07,2.33,0.22,0.07,1.78,18.7,0.19,1.0,0.89,0.04,1.33,121.2,1.52,7.0,28.6,17600000.0
339,Kalvin Phillips,MF,leeds united,eng Premier League,24,29,2428,0.04,0.07,0.11,0.01,0.14,33.3,0.02,0.02,82.8,3.85,0.15,5.07,3.96,0.93,2.15,0.0,0.11,2.74,23.6,0.56,1.81,2.19,0.04,0.63,84.4,0.81,12.0,47.0,33000000.0
340,Jose Luis Palomino,DF,atalanta,it Serie A,30,36,2428,0.04,0.07,0.11,0.01,0.03,25.0,0.1,0.02,84.0,3.22,0.04,5.96,0.74,0.44,0.56,0.0,0.04,2.59,15.3,0.56,2.7,4.74,0.04,0.04,92.9,0.19,12.6,67.4,11000000.0
341,Nestor Araujo,DF,celta vigo,es La Liga,28,33,2426,0.0,0.0,0.0,0.01,0.03,0.0,0.06,-0.01,85.0,2.67,0.04,4.74,1.11,0.11,0.3,0.0,0.0,0.89,7.81,0.7,1.3,5.63,0.04,0.26,164.4,0.22,9.81,63.7,7700000.0
342,Charlie Taylor,DF,burnley,eng Premier League,26,29,2426,0.0,0.04,0.04,0.0,0.07,66.7,0.03,-0.0,69.9,2.44,0.0,6.56,1.37,2.81,1.07,0.0,0.0,1.7,8.37,0.7,1.04,3.56,0.04,1.0,92.3,0.52,9.26,63.9,4400000.0
343,Remi Oudin,FWMF,bordeaux,fr Ligue 1,23,38,2420,0.15,0.15,0.3,0.16,0.18,30.8,0.08,-0.01,67.5,2.19,0.07,7.66,1.38,2.75,2.42,0.0,0.07,1.12,8.77,0.11,1.6,1.64,0.04,0.63,84.5,1.78,6.39,47.1,7700000.0
344,Yacine Adli,MF,bordeaux,fr Ligue 1,20,35,2418,0.07,0.19,0.26,0.05,0.17,37.5,0.06,0.02,82.6,5.28,0.37,9.63,2.64,1.12,3.42,0.22,0.19,3.38,25.8,0.15,1.52,0.89,0.07,2.04,146.0,1.23,8.03,54.5,9900000.0
345,Charalambos Lykogiannis,DF,cagliari,it Serie A,26,31,2418,0.15,0.07,0.22,0.07,0.06,25.0,0.07,0.08,68.8,3.01,0.0,3.68,0.78,2.6,1.04,0.0,0.04,1.26,10.3,0.52,1.08,3.72,0.0,0.52,93.0,0.89,6.91,63.2,2750000.0
346,Dimitri Payet,FWMF,marseille,fr Ligue 1,33,33,2417,0.26,0.37,0.63,0.19,0.29,39.5,0.1,0.07,71.8,5.32,0.22,7.47,2.3,3.12,4.13,0.19,0.07,1.19,11.2,0.11,0.45,0.41,0.0,1.45,119.4,1.23,5.13,20.0,5500000.0
347,Santi Mina,FW,celta vigo,es La Liga,24,34,2412,0.45,0.11,0.56,0.33,0.06,48.9,0.18,0.12,74.1,1.04,0.0,7.65,0.52,0.34,1.42,0.11,0.04,1.27,19.4,0.15,0.37,0.78,0.0,0.34,33.4,2.39,3.99,44.8,16500000.0
348,Jakub Jankto,MF,sampdoria,it Serie A,24,35,2409,0.22,0.11,0.34,0.19,0.12,27.5,0.13,0.03,69.1,2.39,0.11,5.04,0.75,2.05,1.9,0.07,0.0,0.82,14.1,0.11,0.71,1.12,0.0,0.41,84.8,1.12,7.01,25.0,12100000.0
349,Mikel Oyarzabal,FWMF,real sociedad,es La Liga,23,33,2408,0.41,0.3,0.71,0.4,0.22,37.9,0.1,0.01,70.1,3.02,0.04,7.13,2.24,2.09,3.77,0.22,0.11,1.04,14.5,0.22,0.67,0.52,0.04,1.12,85.5,1.75,6.31,30.2,77000000.0
350,Milan Badelj,MF,genoa,it Serie A,31,30,2408,0.04,0.15,0.19,0.02,0.1,23.5,0.03,0.02,81.4,5.56,0.15,7.99,3.13,0.45,1.98,0.0,0.11,2.39,17.1,0.37,3.43,1.72,0.0,1.08,84.9,0.75,12.5,56.3,2200000.0
351,Romain Saiss,DF,wolves,eng Premier League,30,27,2407,0.11,0.0,0.11,0.13,0.01,40.0,0.12,-0.02,82.0,3.97,0.0,4.91,1.42,0.64,0.6,0.04,0.0,1.39,9.7,0.6,1.46,6.18,0.07,0.3,104.6,0.3,8.2,62.7,11000000.0
352,Erling Haaland,FW,dortmund,de Bundesliga,20,28,2407,1.01,0.22,1.23,0.89,0.2,52.2,0.23,0.12,73.5,1.2,0.04,4.72,0.15,0.49,2.32,0.37,0.04,0.26,12.0,0.34,0.19,0.56,0.0,1.05,51.1,2.1,3.6,48.1,143000000.0
353,Joan Jordan,MF,sevilla,es La Liga,26,35,2406,0.04,0.22,0.26,0.06,0.1,17.4,0.06,-0.02,87.7,5.09,0.15,11.7,4.64,1.12,2.73,0.07,0.04,1.87,18.0,0.04,0.71,1.31,0.04,1.39,112.5,0.97,9.03,46.2,33000000.0
354,Roger Ibanez,DF,roma,it Serie A,21,30,2398,0.0,0.08,0.08,0.03,0.02,25.0,0.05,-0.03,87.5,3.38,0.11,4.74,1.99,0.11,1.05,0.04,0.19,2.52,13.4,0.79,2.26,4.4,0.0,0.75,170.0,0.38,10.3,66.3,27500000.0
355,David McGoldrick,FWMF,sheffield utd,eng Premier League,32,35,2397,0.3,0.04,0.34,0.26,0.05,33.3,0.1,0.04,74.4,2.56,0.04,8.27,0.75,0.9,1.95,0.3,0.11,1.13,16.3,0.15,0.45,1.09,0.0,1.73,60.6,2.44,5.49,41.4,1650000.0
356,Fidel,MFDF,elche,es La Liga,30,30,2396,0.23,0.11,0.34,0.15,0.19,43.8,0.12,0.07,73.7,3.05,0.0,8.23,2.37,2.89,2.71,0.15,0.0,1.8,15.3,0.15,0.49,0.86,0.0,1.8,126.6,1.62,6.17,32.4,2200000.0
357,Gabriele Zappa,DF,cagliari,it Serie A,20,34,2395,0.0,0.15,0.15,0.03,0.1,8.3,0.06,-0.03,78.4,4.55,0.0,4.36,0.71,2.59,2.14,0.11,0.0,1.69,16.7,0.19,0.98,1.99,0.08,0.94,102.5,0.6,7.48,25.5,7700000.0
358,Gael Kakuta,MFFW,lens,fr Ligue 1,29,35,2394,0.41,0.19,0.6,0.43,0.24,17.8,0.1,-0.02,73.0,5.0,0.23,9.66,1.54,1.92,3.5,0.3,0.11,1.58,18.2,0.15,0.86,0.3,0.0,1.69,90.7,2.59,7.14,29.9,8800000.0
359,Angel Correa,FWMF,atletico madrid,es La Liga,25,38,2393,0.34,0.3,0.64,0.29,0.21,43.4,0.14,0.05,77.6,2.59,0.11,5.9,0.53,1.5,3.01,0.45,0.08,1.39,18.9,0.08,0.79,0.6,0.0,2.03,68.2,2.22,6.39,24.1,44000000.0
360,Jonathan Schmid,DFMF,freiburg,de Bundesliga,30,31,2393,0.08,0.08,0.15,0.05,0.08,40.9,0.06,0.02,76.7,4.77,0.04,6.65,1.47,3.16,2.22,0.11,0.04,1.39,11.6,0.49,0.83,1.88,0.0,0.75,88.7,0.71,8.68,46.8,3300000.0
361,Mateusz Klich,MF,leeds united,eng Premier League,30,35,2393,0.15,0.19,0.34,0.12,0.15,29.4,0.05,0.03,79.3,5.26,0.23,7.48,1.05,1.39,3.65,0.08,0.0,1.95,21.4,0.15,0.64,0.86,0.0,0.49,110.6,1.13,10.0,44.7,1100000.0
362,Aissa Mandi,DF,betis,es La Liga,28,28,2392,0.11,0.04,0.15,0.09,0.0,77.8,0.25,0.03,92.1,2.07,0.0,4.29,1.65,0.04,0.3,0.0,0.0,1.13,6.13,0.6,1.24,4.44,0.0,0.08,88.9,0.26,8.12,66.7,8800000.0
363,Fred,MF,manchester utd,eng Premier League,27,30,2390,0.04,0.0,0.04,0.07,0.09,28.0,0.08,-0.03,88.2,5.6,0.23,9.1,2.14,0.26,2.52,0.08,0.11,3.31,24.0,0.34,1.77,1.24,0.0,0.9,119.1,0.94,11.7,41.7,24200000.0
364,Moussa Diaby,FWMF,leverkusen,de Bundesliga,21,32,2388,0.15,0.42,0.57,0.21,0.26,49.0,0.11,-0.06,76.1,2.08,0.08,6.19,1.09,3.85,2.94,0.53,0.04,0.49,10.7,0.0,0.72,0.38,0.0,2.15,143.5,2.0,5.4,21.7,41800000.0
365,Inaki Williams,FW,athletic club,es La Liga,26,38,2387,0.23,0.23,0.45,0.26,0.18,32.7,0.12,-0.03,67.2,1.06,0.11,5.09,0.53,1.96,2.34,0.42,0.0,0.57,10.8,0.0,0.11,0.75,0.0,1.09,69.7,2.53,3.17,38.2,27500000.0
366,Hiroki Sakai,DF,marseille,fr Ligue 1,30,29,2385,0.0,0.04,0.04,0.01,0.05,33.3,0.1,-0.01,82.9,3.28,0.0,5.06,0.79,1.17,1.17,0.04,0.0,3.74,12.3,0.26,1.43,3.02,0.0,0.45,97.2,0.64,7.77,56.5,4400000.0
367,Andoni Gorosabel,DF,real sociedad,es La Liga,23,32,2382,0.0,0.04,0.04,0.02,0.09,22.2,0.08,-0.02,80.7,3.85,0.04,6.04,0.53,2.34,1.96,0.0,0.0,2.64,13.4,0.08,0.98,2.04,0.0,0.42,100.6,1.02,8.0,31.4,11000000.0
368,Zeki Celik,DF,lille,fr Ligue 1,23,29,2381,0.11,0.08,0.19,0.03,0.1,37.5,0.05,0.08,78.9,4.57,0.0,6.15,0.98,1.74,1.66,0.08,0.04,3.02,16.6,0.3,1.25,2.64,0.0,1.06,131.5,0.91,7.47,59.0,22000000.0
369,Kylian Mbappe,FW,paris s-g,fr Ligue 1,21,31,2380,1.02,0.27,1.29,0.93,0.17,48.0,0.2,0.09,78.6,2.31,0.15,5.83,0.57,2.58,4.05,0.72,0.08,0.34,6.93,0.04,0.27,0.27,0.04,3.33,163.4,2.73,4.13,46.7,176000000.0
370,Duvan Zapata,FW,atalanta,it Serie A,29,37,2379,0.57,0.34,0.91,0.58,0.25,38.8,0.15,-0.02,76.7,1.29,0.08,8.6,0.61,1.7,3.75,0.23,0.0,0.3,8.83,0.23,0.38,0.68,0.0,1.52,91.4,4.09,3.67,33.9,36300000.0
371,Andrej Kramaric,FWMF,hoffenheim,de Bundesliga,29,28,2379,0.76,0.19,0.95,0.62,0.17,43.5,0.14,0.14,76.9,2.58,0.23,6.44,1.21,2.27,3.41,0.38,0.04,0.3,7.2,0.11,0.45,0.27,0.04,1.55,122.2,1.86,5.64,23.1,30800000.0
372,Imran Louza,MF,nantes,fr Ligue 1,21,33,2379,0.27,0.08,0.34,0.22,0.08,32.3,0.07,0.05,78.5,3.83,0.15,5.49,2.05,1.14,1.89,0.0,0.11,1.93,20.3,0.23,1.74,0.83,0.08,0.76,83.4,1.17,10.3,40.0,13200000.0
373,Ximo Navarro,DF,alaves,es La Liga,30,31,2375,0.04,0.04,0.08,0.01,0.04,23.1,0.02,0.03,76.7,2.23,0.0,4.32,1.17,0.98,0.83,0.04,0.0,1.78,11.3,0.15,2.16,3.33,0.04,0.61,77.0,0.42,7.8,40.3,1980000.0
374,Reece James,DF,chelsea,eng Premier League,20,32,2373,0.04,0.08,0.11,0.06,0.11,33.3,0.04,-0.02,85.0,4.2,0.04,7.39,2.42,3.79,2.8,0.11,0.08,2.42,13.6,0.34,1.55,2.05,0.0,1.52,128.0,0.49,8.18,56.3,44000000.0
375,Matty Cash,DF,aston villa,eng Premier League,22,28,2372,0.0,0.08,0.08,0.01,0.08,22.2,0.04,-0.01,73.9,2.42,0.04,5.45,1.14,2.35,1.25,0.08,0.04,2.95,16.9,0.57,1.86,4.17,0.08,0.38,86.7,0.61,8.64,48.8,24200000.0
376,Bobby Reid,MFDF,fulham,eng Premier League,27,33,2372,0.19,0.08,0.27,0.18,0.05,23.5,0.14,0.01,74.1,2.27,0.08,4.73,0.83,1.33,1.25,0.08,0.08,1.21,15.6,0.23,0.64,1.55,0.0,1.06,68.1,2.01,5.95,38.8,11000000.0
377,Christoph Baumgartner,MFFW,hoffenheim,de Bundesliga,20,31,2369,0.23,0.11,0.34,0.21,0.11,33.9,0.09,0.02,76.0,3.73,0.0,8.4,0.91,0.68,3.0,0.11,0.15,2.02,21.7,0.34,0.72,0.72,0.0,1.63,113.7,2.85,7.79,38.0,24200000.0
378,Jerome Boateng,DF,bayern munich,de Bundesliga,31,29,2368,0.04,0.04,0.08,0.01,0.02,37.5,0.04,0.03,89.4,5.74,0.0,5.86,2.66,0.34,0.57,0.0,0.04,1.1,7.45,0.72,1.83,4.14,0.0,0.23,167.1,0.23,9.77,73.0,9350000.0
379,Willi Orban,DF,rb leipzig,de Bundesliga,27,29,2363,0.15,0.04,0.19,0.13,0.03,30.4,0.15,0.02,88.3,5.44,0.04,9.35,0.91,0.15,0.68,0.0,0.04,1.6,8.94,0.91,1.33,5.29,0.11,0.34,210.5,0.3,12.5,70.2,17600000.0
380,Domingos Duarte,DF,granada,es La Liga,25,29,2363,0.04,0.0,0.04,0.05,0.04,28.6,0.19,-0.01,80.3,3.23,0.0,4.52,1.29,0.08,0.42,0.0,0.0,1.52,5.32,0.76,1.18,4.26,0.04,0.15,84.0,0.11,10.0,61.8,13200000.0
381,Luka Milivojevic,MF,crystal palace,eng Premier League,29,31,2359,0.04,0.04,0.08,0.09,0.05,29.4,0.05,-0.05,81.1,4.12,0.04,5.65,1.53,0.57,1.49,0.04,0.04,2.56,17.7,0.23,1.68,1.91,0.0,0.53,75.2,0.27,10.3,58.9,8800000.0
382,Daichi Kamada,MFFW,eint frankfurt,de Bundesliga,23,32,2356,0.19,0.46,0.65,0.21,0.29,23.7,0.15,-0.02,74.9,3.4,0.23,8.82,1.18,1.6,4.05,0.11,0.15,1.98,20.0,0.08,0.99,0.88,0.0,1.49,81.6,2.14,7.1,42.6,27500000.0
383,Florent Mollet,MF,montpellier,fr Ligue 1,28,34,2355,0.11,0.19,0.31,0.13,0.13,31.4,0.07,-0.02,83.3,3.85,0.08,6.37,2.25,1.72,2.52,0.0,0.08,0.84,12.0,0.11,1.11,0.5,0.0,0.65,100.3,0.95,7.29,22.2,7700000.0
384,Jonathan David,FW,lille,fr Ligue 1,20,37,2354,0.5,0.08,0.57,0.37,0.12,60.0,0.18,0.12,77.8,1.34,0.04,5.04,0.15,0.27,2.67,0.27,0.0,0.8,20.4,0.04,0.57,0.27,0.0,0.99,52.3,2.33,4.47,24.2,38500000.0
385,Nacho Vidal,DF,osasuna,es La Liga,25,34,2348,0.0,0.0,0.0,0.02,0.07,22.2,0.05,-0.02,71.1,2.41,0.04,4.64,1.0,1.57,1.15,0.0,0.04,2.45,13.1,0.42,1.76,3.75,0.0,0.5,57.9,0.69,8.24,66.3,2200000.0
386,Timothy Castagne,DF,leicester city,eng Premier League,24,27,2345,0.08,0.11,0.19,0.05,0.08,37.5,0.16,0.03,83.8,3.79,0.19,6.25,0.57,1.42,1.57,0.0,0.08,2.26,13.4,0.19,0.88,2.57,0.04,0.57,99.8,0.88,8.43,48.8,30800000.0
387,Vladimir Golemic,DF,crotone,it Serie A,29,30,2341,0.08,0.0,0.08,0.05,0.01,33.3,0.08,0.03,86.9,1.96,0.0,5.73,0.92,0.15,0.46,0.0,0.0,1.31,11.1,1.08,1.04,4.88,0.04,0.12,78.8,0.15,8.15,56.6,990000.0
388,Alexander Isak,FW,real sociedad,es La Liga,20,34,2340,0.65,0.08,0.73,0.6,0.09,50.0,0.19,0.06,72.5,1.35,0.19,4.23,0.19,0.81,1.85,0.31,0.04,0.54,11.2,0.08,0.19,0.23,0.0,1.31,57.0,2.19,2.85,35.9,44000000.0
389,Riccardo Improta,MFDF,benevento,it Serie A,26,34,2335,0.04,0.0,0.04,0.09,0.07,16.7,0.06,-0.05,72.4,4.17,0.15,6.6,0.97,2.39,1.97,0.08,0.0,1.51,14.6,0.19,1.27,1.81,0.0,0.77,103.7,0.97,6.22,51.5,1650000.0
390,Juraj Kucka,MFFW,parma,it Serie A,33,28,2334,0.27,0.08,0.35,0.26,0.07,26.8,0.07,0.01,73.2,2.55,0.23,8.07,1.12,0.54,1.93,0.23,0.0,2.39,19.2,0.15,1.04,1.08,0.0,1.24,67.5,1.74,7.07,60.1,3300000.0
391,Gaetano Castrovilli,MF,fiorentina,it Serie A,23,34,2332,0.19,0.12,0.31,0.14,0.1,42.4,0.11,0.06,77.3,3.05,0.08,5.52,1.27,1.16,2.01,0.04,0.0,1.7,19.7,0.15,1.2,0.89,0.0,1.12,117.2,1.89,7.03,27.6,22000000.0
392,Dayot Upamecano,DF,rb leipzig,de Bundesliga,21,29,2330,0.04,0.0,0.04,0.04,0.03,50.0,0.08,0.0,89.1,4.75,0.12,9.31,2.47,0.12,0.93,0.0,0.0,1.97,11.1,0.54,1.43,3.67,0.0,0.39,219.6,0.5,14.2,68.6,66000000.0
393,Marcos Acuna,DF,sevilla,es La Liga,28,30,2330,0.04,0.08,0.12,0.04,0.11,16.7,0.06,-0.0,80.5,4.71,0.08,6.83,2.59,3.13,2.24,0.19,0.04,2.78,13.3,0.12,0.97,1.31,0.0,1.58,146.4,1.27,8.3,38.0,16500000.0
394,Birger Meling,DF,nimes,fr Ligue 1,25,26,2328,0.08,0.12,0.19,0.03,0.1,46.2,0.06,0.05,81.4,4.02,0.04,5.29,0.89,1.24,1.39,0.12,0.04,2.36,14.2,0.35,1.51,2.7,0.04,0.73,103.4,0.66,8.46,45.5,3850000.0
395,Rodrigo Bentancur,MF,juventus,it Serie A,23,33,2324,0.0,0.16,0.15,0.03,0.1,33.3,0.04,-0.03,89.2,6.63,0.19,10.7,2.05,0.31,2.56,0.0,0.19,2.87,20.8,0.62,1.86,1.74,0.04,0.97,128.4,0.62,11.5,54.4,38500000.0
396,Moses Simon,FWMF,nantes,fr Ligue 1,25,33,2324,0.23,0.19,0.43,0.32,0.14,43.2,0.2,-0.09,64.8,1.74,0.08,5.12,1.12,3.1,2.4,0.23,0.0,1.24,12.1,0.04,0.7,0.66,0.0,1.94,112.9,2.05,5.47,39.2,7700000.0
397,Allan Nyom,MFDF,getafe,es La Liga,32,31,2323,0.0,0.08,0.08,0.02,0.08,20.0,0.06,-0.02,65.6,2.09,0.0,5.23,1.36,3.06,1.24,0.04,0.0,1.63,12.2,0.08,1.01,2.44,0.0,0.5,49.3,0.74,6.86,61.0,2200000.0
398,Habib Diallo,FW,strasbourg,fr Ligue 1,25,32,2322,0.35,0.12,0.47,0.28,0.12,35.8,0.12,0.07,69.9,1.63,0.12,6.82,0.62,0.66,1.94,0.12,0.04,0.47,10.2,0.12,0.5,0.54,0.04,0.62,43.7,3.06,4.22,43.5,11000000.0
399,Bertrand Traore,FW,aston villa,eng Premier League,24,36,2317,0.27,0.23,0.5,0.25,0.12,35.4,0.1,0.02,71.1,2.41,0.0,6.89,1.91,2.1,3.04,0.62,0.04,1.01,15.1,0.04,0.89,0.62,0.0,1.98,71.3,1.98,5.91,45.6,22000000.0
400,Ruben Vezo,DF,levante,es La Liga,26,32,2316,0.04,0.0,0.04,0.01,0.01,40.0,0.07,0.03,85.0,3.5,0.0,5.33,2.61,0.12,0.51,0.0,0.0,1.6,7.86,0.58,1.36,5.53,0.12,0.27,141.2,0.08,9.53,64.5,11000000.0
401,Arkadiusz Reca,DF,crotone,it Serie A,25,30,2313,0.08,0.12,0.19,0.06,0.12,23.3,0.05,0.02,70.2,3.19,0.0,6.34,0.93,3.27,1.91,0.23,0.08,1.32,13.9,0.08,1.98,2.84,0.04,1.36,135.8,1.4,7.86,47.8,4400000.0
402,Adrien Rabiot,MF,juventus,it Serie A,25,34,2313,0.16,0.08,0.23,0.12,0.04,35.3,0.09,0.04,90.4,4.01,0.12,8.56,0.78,0.54,1.63,0.04,0.0,2.8,18.9,0.43,1.21,1.44,0.04,1.01,157.7,0.82,8.44,63.5,33000000.0
403,Vincenzo Grifo,MFFW,freiburg,de Bundesliga,27,31,2313,0.35,0.39,0.74,0.31,0.24,43.6,0.09,0.04,74.5,4.59,0.23,6.73,2.57,2.41,4.63,0.27,0.04,0.82,10.2,0.04,1.01,0.7,0.04,1.36,112.8,1.6,6.42,37.5,13200000.0
404,Jeremy Doku,MFFW,rennes,fr Ligue 1,18,30,2313,0.08,0.12,0.19,0.14,0.14,19.4,0.1,-0.07,81.4,3.81,0.19,7.43,0.66,2.68,3.5,0.39,0.12,1.98,17.1,0.08,0.47,0.23,0.0,3.42,184.7,2.65,6.81,34.8,24200000.0
405,Youssef En-Nesyri,FW,sevilla,es La Liga,23,38,2311,0.7,0.0,0.7,0.58,0.05,35.1,0.19,0.12,68.9,0.39,0.04,4.71,0.31,0.66,1.44,0.16,0.12,0.97,15.4,0.04,0.31,0.82,0.0,0.58,23.3,2.96,3.85,55.8,44000000.0
406,Seko Fofana,MF,lens,fr Ligue 1,25,30,2309,0.08,0.12,0.19,0.12,0.09,30.0,0.08,-0.05,85.8,3.39,0.12,7.55,0.89,0.82,2.33,0.12,0.04,0.86,13.5,0.19,1.25,0.82,0.0,1.56,147.9,1.83,8.05,55.1,13200000.0
407,Vincent Manceau,DF,angers,fr Ligue 1,31,27,2309,0.0,0.0,0.0,0.0,0.05,42.9,0.02,-0.0,80.8,4.55,0.0,4.47,1.05,1.63,1.09,0.0,0.0,1.75,13.0,0.12,1.4,2.49,0.0,0.31,95.0,0.39,7.98,48.1,1320000.0
408,Muzinga Ngonda,DF,dijon,fr Ligue 1,25,30,2307,0.08,0.0,0.08,0.01,0.04,33.3,0.03,0.07,72.8,5.43,0.0,8.44,0.94,1.56,1.25,0.08,0.0,2.42,11.7,0.2,2.3,3.09,0.04,1.6,109.7,0.94,10.7,52.1,1100000.0
409,Vincent Le Goff,DF,lorient,fr Ligue 1,30,26,2306,0.0,0.0,0.0,0.01,0.09,44.4,0.03,-0.01,79.0,4.57,0.12,5.86,1.09,2.23,1.68,0.08,0.04,1.95,13.2,0.16,1.52,2.15,0.0,0.39,94.6,0.55,6.91,40.7,1320000.0
410,Ronael Pierre-Gabriel,DF,brest,fr Ligue 1,22,29,2305,0.04,0.0,0.04,0.02,0.04,25.0,0.06,0.02,83.6,4.69,0.04,6.29,0.51,0.94,1.37,0.04,0.0,2.46,12.1,0.43,0.82,2.89,0.0,1.64,103.4,0.47,7.46,53.2,4400000.0
411,Leandro Barreiro Martins,MF,mainz 05,de Bundesliga,20,29,2303,0.08,0.08,0.16,0.13,0.08,31.3,0.1,-0.05,66.5,2.19,0.12,5.98,0.2,0.23,1.21,0.08,0.0,2.66,22.7,0.47,1.95,2.46,0.0,0.27,29.0,0.98,11.6,50.5,12100000.0
412,Presnel Kimpembe,DF,paris s-g,fr Ligue 1,24,28,2303,0.0,0.0,0.0,0.01,0.01,20.0,0.04,-0.01,96.0,3.32,0.0,5.47,0.63,0.08,0.55,0.0,0.0,2.07,8.52,0.55,1.33,3.67,0.08,0.27,159.0,0.27,8.55,65.1,44000000.0
413,Kieran Tierney,DF,arsenal,eng Premier League,23,27,2299,0.04,0.12,0.16,0.02,0.16,20.0,0.03,0.02,76.2,3.84,0.04,5.37,1.06,3.96,2.27,0.2,0.0,1.14,7.73,0.43,0.78,3.02,0.0,0.86,131.6,0.78,8.27,29.7,35200000.0
414,Joao Cancelo,DF,manchester city,eng Premier League,26,28,2299,0.08,0.12,0.2,0.08,0.19,31.4,0.06,0.0,85.7,6.51,0.39,7.88,1.53,2.71,2.78,0.27,0.0,3.02,13.3,0.12,2.08,1.41,0.04,1.96,166.3,0.98,10.2,53.8,60500000.0
415,Albin Ekdal,MF,sampdoria,it Serie A,31,32,2299,0.08,0.04,0.12,0.03,0.04,23.1,0.06,0.05,84.0,3.14,0.08,6.78,0.86,0.12,1.1,0.08,0.16,2.43,23.0,0.51,1.33,1.73,0.0,0.86,74.9,0.47,12.1,56.7,3300000.0
