,,,,,,Tack,Pres,Bloc,,,
Player,Pos,Squad,Comp,Age,90s,Tkl,Press,Sh,Int,Clr,Err
,,,,,,,,,,,
Eliaquim Mangala\Eliaquim-Mangala,DF,Valencia,es La Liga,29,3.6,0.28,10.3,1.67,1.11,7.22,0.00
Orel Mangala\Orel-Mangala,MF,Stuttgart,de Bundesliga,22,23.4,1.28,9.91,0.60,1.15,1.20,0.00
Thomas Mangani\Thomas-Mangani,MF,Angers,fr Ligue 1,33,29.9,2.14,21.4,0.23,1.10,2.07,0.00
Vito Mannone\Vito-Mannone,GK,Monaco,fr Ligue 1,32,9.0,0.00,0.00,0.00,0.00,0.00,0.00
Kostas Manolas\Kostas-Manolas,DF,Napoli,it Serie A,29,25.5,1.33,6.78,0.63,1.02,3.80,0.08
Javier Manquillo\Javier-Manquillo,DF,Newcastle Utd,eng Premier League,26,9.2,2.93,13.4,0.22,0.87,2.28,0.00
Juan Manuel Ramos\Juan-Manuel-Ramos,DF,Spezia,it Serie A,23,3.3,1.21,8.18,0.00,0.61,2.42,0.00
Myziane Maolida\Myziane-Maolida,FWMF,Nice,fr Ligue 1,21,12.0,1.50,14.5,0.17,0.42,0.33,0.00
Faitout Maouassa\Faitout-Maouassa,DF,Rennes,fr Ligue 1,22,13.0,2.00,10.9,0.23,0.92,2.69,0.00
Sekou Mara\Sekou-Mara,FW,Bordeaux,fr Ligue 1,18,2.5,1.60,26.8,0.00,0.00,0.40,0.00
Maranhão\Maranhao,FW,Valladolid,es La Liga,23,13.1,0.53,17.4,0.15,0.08,0.92,0.00
Fernando Marçal\Fernando-Marcal,DF,Wolves,eng Premier League,31,6.9,1.45,10.4,0.29,1.16,3.33,0.00
Fernando Marçal\Fernando-Marcal,DF,Lyon,fr Ligue 1,31,0.9,0.00,4.44,0.00,0.00,6.67,0.00
Marcelo\Marcelo,DF,Real Madrid,es La Liga,32,11.7,2.14,12.4,0.17,0.77,2.05,0.00
Marcelo\Marcelo,DF,Lyon,fr Ligue 1,33,32.3,1.52,6.56,0.68,1.18,5.42,0.09
Solly March\Solly-March,DF,Brighton,eng Premier League,26,18.6,3.01,12.9,0.32,1.02,0.86,0.00
Federico Marchetti\Federico-Marchetti,GK,Genoa,it Serie A,37,3.7,0.00,0.81,0.00,0.00,0.00,0.00
Riccardo Marchizza\Riccardo-Marchizza,DF,Spezia,it Serie A,22,17.3,1.33,10.0,0.35,1.10,2.14,0.00
Gian Marco Ferrari\Gian-Marco-Ferrari,DF,Sassuolo,it Serie A,28,33.5,1.22,6.63,1.25,1.10,4.03,0.03
Iván Marcone\Ivan-Marcone,MF,Elche,es La Liga,30,29.4,2.18,12.8,0.31,1.22,1.56,0.00
Óscar de Marcos\Oscar-de-Marcos,DFMF,Athletic Club,es La Liga,31,16.9,1.30,12.0,0.06,1.12,2.37,0.00
Dario Maresic\Dario-Maresic,DF,Reims,fr Ligue 1,20,5.7,2.11,7.37,0.35,1.05,4.74,0.00
José Mari\Jose-Mari,MF,Cádiz,es La Liga,32,16.1,1.86,16.5,0.56,0.93,3.29,0.06
Pablo Marí\Pablo-Mari,DF,Arsenal,eng Premier League,26,10.0,1.40,6.80,0.70,0.50,5.60,0.00
José María Giménez\Jose-Maria-Gimenez,DF,Atlético Madrid,es La Liga,25,19.6,1.17,5.97,0.56,1.07,4.64,0.00
Mariano\Mariano,FW,Real Madrid,es La Liga,26,5.7,0.35,18.8,0.18,0.00,0.35,0.00
Jordan Marié\Jordan-Marie,MF,Dijon,fr Ligue 1,28,15.9,2.52,23.2,0.25,1.32,0.82,0.13
Adrián Marín\Adrian-Marin,DFMF,Alavés,es La Liga,23,1.0,1.00,24.0,1.00,1.00,3.00,0.00
Adrián Marín\Adrian-Marin,DFFW,Granada,es La Liga,23,3.0,1.33,10.7,0.67,2.33,4.33,0.00
Răzvan Marin\Razvan-Marin,MF,Cagliari,it Serie A,24,32.9,2.01,17.4,0.27,0.79,0.70,0.00
Guillermo Maripán\Guillermo-Maripan,DF,Monaco,fr Ligue 1,26,23.2,1.34,7.54,0.60,1.12,4.44,0.00
Marlon\Marlon,DF,Sassuolo,it Serie A,24,19.4,1.19,7.53,0.82,1.44,4.12,0.05
Omar Marmoush\Omar-Marmoush,FW,Wolfsburg,de Bundesliga,21,0.0,0,0,0,0,0,0
Marquinhos\Marquinhos,DF,Paris S-G,fr Ligue 1,26,23.6,1.06,8.39,0.47,1.36,3.90,0.08
Luca Marrone\Luca-Marrone,DF,Crotone,it Serie A,30,17.6,1.59,10.9,0.51,0.80,4.09,0.06
Roger Martí\Roger-Marti,FW,Levante,es La Liga,29,24.4,0.82,18.0,0.16,0.20,0.25,0.00
Anthony Martial\Anthony-Martial,FW,Manchester Utd,eng Premier League,24,16.4,0.06,9.02,0.30,0.24,0.55,0.00
Aarón Martín\Aaron-Martin,DF,Mainz 05,de Bundesliga,23,2.9,0.69,8.97,0.00,1.03,0.34,0.00
Aarón Martín\Aaron-Martin,DF,Celta Vigo,es La Liga,23,17.1,2.05,11.6,0.23,0.99,2.92,0.00
Álex Martín\Alex-Martin,DF,Cádiz,es La Liga,22,1.1,0.91,11.8,0.91,1.82,5.45,0.00
Jonas Martin\Jonas-Martin,MF,Rennes,fr Ligue 1,30,5.4,2.78,14.8,0.37,1.67,1.30,0.00
Martinelli\Martinelli,FW,Arsenal,eng Premier League,19,6.5,0.92,20.9,0.15,1.23,0.92,0.00
Lucas Martínez Quarta\Lucas-Martinez-Quarta,DF,Fiorentina,it Serie A,24,16.5,2.67,15.8,0.55,2.18,3.82,0.06
Emiliano Martínez\Emiliano-Martinez,GK,Aston Villa,eng Premier League,27,38.0,0.00,0.16,0.00,0.00,0.00,0.03
Iñigo Martínez\Inigo-Martinez,DF,Athletic Club,es La Liga,29,28.0,1.04,7.14,0.29,1.32,5.39,0.00
Javi Martínez\Javi-Martinez,MFFW,Osasuna,es La Liga,20,5.1,2.35,24.1,0.20,0.78,0.78,0.00
Javi Martínez\Javi-Martinez,DFMF,Bayern Munich,de Bundesliga,31,5.2,1.73,11.5,0.77,2.12,5.19,0.00
Josep Martinez\Josep-Martinez,GK,RB Leipzig,de Bundesliga,22,1.0,0.00,0.00,0.00,0.00,0.00,0.00
Lautaro Martínez\Lautaro-Martinez,FW,Inter,it Serie A,22,28.5,0.84,17.8,0.25,0.98,0.53,0.00
Pablo Martinez\Pablo-Martinez,DF,Nîmes,fr Ligue 1,31,6.0,2.17,6.00,0.50,1.17,5.83,0.17
Gelson Martins\Gelson-Martins,MFFW,Monaco,fr Ligue 1,25,17.2,2.27,18.1,0.00,0.70,0.35,0.00
Adam Marušić\Adam-Marusic,DF,Lazio,it Serie A,27,33.0,1.52,9.24,0.18,1.45,2.00,0.03
Sylvain Marveaux\Sylvain-Marveaux,MFFW,Lorient,fr Ligue 1,34,2.2,3.18,15.5,0.00,0.45,0.45,0.00
Marvin\Marvin,DFFW,Real Madrid,es La Liga,20,1.5,2.67,16.0,0.00,0.67,4.00,0.00
Omar Mascarell\Omar-Mascarell,MF,Schalke 04,de Bundesliga,27,19.6,2.14,16.8,0.66,1.84,2.04,0.05
Andrea Masiello\Andrea-Masiello,DF,Genoa,it Serie A,34,28.5,1.51,10.7,0.56,1.44,5.54,0.00
Jordi Masip\Jordi-Masip,GK,Valladolid,es La Liga,31,25.0,0.00,0.24,0.00,0.00,0.08,0.04
Roberto Massimo\Roberto-Massimo,DFFW,Stuttgart,de Bundesliga,19,8.4,2.50,19.0,0.24,1.43,1.31,0.00
Giuseppe Mastinu\Giuseppe-Mastinu,FWMF,Spezia,it Serie A,28,0.4,2.50,20.0,0.00,2.50,0.00,0.00
Arthur Masuaku\Arthur-Masuaku,DFFW,West Ham,eng Premier League,26,11.2,1.79,12.1,0.00,0.54,1.43,0.00
Jaime Mata\Jaime-Mata,FW,Getafe,es La Liga,31,22.6,0.62,13.6,0.13,0.49,0.58,0.00
Juan Mata\Juan-Mata,FWMF,Manchester Utd,eng Premier League,32,5.7,0.35,11.4,0.00,0.35,0.53,0.00
Pape Matar Sarr\Pape-Matar-Sarr,MF,Metz,fr Ligue 1,17,17.7,2.82,20.1,0.28,2.26,1.69,0.00
Eliot Matazo\Eliot-Matazo,MF,Monaco,fr Ligue 1,18,3.5,3.14,23.7,0.00,0.57,0.29,0.00
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Crystal Palace,eng Premier League,23,2.5,0.40,12.4,0.40,0.40,0.80,0.00
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Mainz 05,de Bundesliga,23,11.1,0.45,9.64,0.09,0.09,0.63,0.00
Nemanja Matić\Nemanja-Matic,MF,Manchester Utd,eng Premier League,31,12.3,1.95,14.2,0.41,1.46,1.71,0.08
Joël Matip\Joel-Matip,DF,Liverpool,eng Premier League,28,7.7,1.95,7.53,0.00,0.52,3.64,0.00
Rabbi Matondo\Rabbi-Matondo,FWMF,Schalke 04,de Bundesliga,19,2.4,1.67,26.3,0.42,0.83,0.00,0.00
Ryder Matos\Ryder-Matos,MF,Udinese,it Serie A,27,0.1,0.00,20.0,0.00,0.00,0.00,0.00
Henning Matriciani\Henning-Matriciani,DF,Schalke 04,de Bundesliga,20,0.3,10.0,13.3,0.00,0.00,0.00,0.00
Chrislain Matsima\Chrislain-Matsima,DF,Monaco,fr Ligue 1,18,3.9,2.05,9.23,0.00,0.26,3.59,0.00
Federico Mattiello\Federico-Mattiello,DF,Spezia,it Serie A,25,0.4,0.00,5.00,0.00,2.50,0.00,0.00
Neal Maupay\Neal-Maupay,FWMF,Brighton,eng Premier League,23,27.9,0.86,17.0,0.07,0.43,0.32,0.00
Tony Mauricio\Tony-Mauricio,MF,Lens,fr Ligue 1,26,5.6,3.21,18.8,0.18,0.36,0.36,0.00
Stephy Mavididi\Stephy-Mavididi,FWMF,Montpellier,fr Ligue 1,22,22.6,0.58,13.8,0.00,0.88,0.22,0.00
Konstantinos Mavropanos\Konstantinos-Mavropanos,DF,Stuttgart,de Bundesliga,22,16.3,2.58,7.98,0.80,2.52,5.89,0.00
Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,FWMF,Bayern Munich,de Bundesliga,31,9.1,0.99,14.1,0.00,0.33,0.77,0.00
Borja Mayoral\Borja-Mayoral,FW,Real Madrid,es La Liga,23,0.3,0.00,30.0,0.00,0.00,0.00,0.00
Borja Mayoral\Borja-Mayoral,FW,Roma,it Serie A,23,17.2,0.35,15.8,0.00,0.17,0.17,0.06
Youssef Maziz\Youssef-Maziz,MFFW,Metz,fr Ligue 1,22,2.9,0.34,15.5,0.00,1.03,0.69,0.00
Antonio Mazzotta\Antonio-Mazzotta,DF,Crotone,it Serie A,30,0.6,1.67,13.3,0.00,0.00,1.67,0.00
Kevin Mbabu\Kevin-Mbabu,DF,Wolfsburg,de Bundesliga,25,18.2,2.91,16.4,0.44,1.26,4.73,0.00
Kylian Mbappé\Kylian-Mbappe,FW,Paris S-G,fr Ligue 1,21,26.4,0.34,6.93,0.04,0.27,0.27,0.04
Ibrahima Mbaye\Ibrahima-Mbaye,DF,Bologna,it Serie A,25,4.8,1.25,7.71,0.63,0.42,2.29,0.00
Jean-Manuel Mbom\Jean-Manuel-Mbom,MFDF,Werder Bremen,de Bundesliga,20,12.9,1.94,21.4,0.47,1.09,2.25,0.00
Nathanael Mbuku\Nathanael-Mbuku,MFFW,Reims,fr Ligue 1,18,24.6,1.34,16.8,0.12,0.65,0.37,0.00
James McArthur\James-McArthur,MF,Crystal Palace,eng Premier League,32,16.3,3.44,23.2,0.25,1.41,1.53,0.00
Oliver McBurnie\Oliver-McBurnie,FW,Sheffield Utd,eng Premier League,24,14.7,0.88,20.1,0.27,0.54,1.70,0.00
Alex McCarthy\Alex-McCarthy,GK,Southampton,eng Premier League,30,30.0,0.00,0.13,0.00,0.00,0.03,0.07
James McCarthy\James-McCarthy,MF,Crystal Palace,eng Premier League,29,9.1,1.98,19.9,0.88,0.88,1.32,0.00
John McGinn\John-McGinn,MF,Aston Villa,eng Premier League,25,37.0,2.00,17.5,0.14,1.22,0.81,0.05
David McGoldrick\David-McGoldrick,FWMF,Sheffield Utd,eng Premier League,32,26.6,1.13,16.3,0.15,0.45,1.09,0.00
Weston McKennie\Weston-McKennie,MF,Juventus,it Serie A,21,18.9,2.38,21.9,0.32,1.22,1.32,0.00
Dwight McNeil\Dwight-McNeil,MF,Burnley,eng Premier League,20,34.1,1.26,17.2,0.18,1.11,0.79,0.03
Scott McTominay\Scott-McTominay,MF,Manchester Utd,eng Premier League,23,23.7,2.03,14.7,0.63,2.15,2.28,0.00
Gary Medel\Gary-Medel,DFMF,Bologna,it Serie A,32,5.7,2.28,12.3,1.05,1.58,2.11,0.00
Facundo Medina\Facundo-Medina,DF,Lens,fr Ligue 1,21,22.3,2.06,10.8,0.67,1.66,3.77,0.00
Nathan de Medina\Nathan-de-Medina,DF,Arminia,de Bundesliga,22,7.1,3.38,20.4,0.14,1.13,3.80,0.00
Ben Mee\Ben-Mee,DF,Burnley,eng Premier League,30,29.9,1.27,5.42,1.44,1.17,8.06,0.03
Joshua Mees\Joshua-Mees,FW,Union Berlin,de Bundesliga,24,0.1,0.00,0.00,0.00,0.00,0.00,0.00
Admir Mehmedi\Admir-Mehmedi,MFFW,Wolfsburg,de Bundesliga,29,9.1,1.98,23.2,0.22,0.66,0.33,0.00
Soualiho Meïté\Soualiho-Meite,MF,Torino,it Serie A,26,10.2,0.98,14.7,0.00,0.98,0.98,0.10
Soualiho Meïté\Soualiho-Meite,MF,Milan,it Serie A,26,6.5,2.46,20.5,0.31,1.23,2.77,0.00
Hannibal Mejbri\Hannibal-Mejbri,MF,Manchester Utd,eng Premier League,17,0.1,0.00,60.0,0.00,0.00,0.00,0.00
Farid El Melali\Farid-El-Melali,FWMF,Angers,fr Ligue 1,23,4.6,1.96,18.9,0.00,1.52,0.43,0.22
Filippo Melegoni\Filippo-Melegoni,MFDF,Genoa,it Serie A,21,4.3,1.63,23.7,0.00,2.09,1.40,0.00
Gonzalo Melero\Gonzalo-Melero,MFFW,Levante,es La Liga,26,20.6,1.07,15.8,0.24,1.02,1.75,0.05
Birger Meling\Birger-Meling,DF,Nîmes,fr Ligue 1,25,25.9,2.36,14.2,0.35,1.51,2.70,0.04
Arthur Melo\Arthur-Melo,MF,Juventus,it Serie A,23,12.9,1.71,16.1,0.16,1.24,0.70,0.16
Houboulang Mendes\Houboulang-Mendes,DF,Lorient,fr Ligue 1,22,14.4,2.57,14.2,0.21,0.49,2.64,0.00
Pedro Mendes\Pedro-Mendes,DF,Montpellier,fr Ligue 1,29,18.1,1.93,10.1,0.72,1.44,3.48,0.06
Thiago Mendes\Thiago-Mendes,MF,Lyon,fr Ligue 1,28,24.9,2.29,15.0,0.28,1.61,1.33,0.00
Brais Méndez\Brais-Mendez,MFFW,Celta Vigo,es La Liga,23,29.7,2.12,21.9,0.10,1.25,1.01,0.00
Édgar Méndez\Edgar-Mendez,MFFW,Alavés,es La Liga,30,23.2,1.94,18.6,0.17,0.69,0.86,0.00
Eñaut Mendía\Enaut-Mendia,FW,Eibar,es La Liga,21,0.7,2.86,14.3,1.43,0.00,0.00,0.00
Batista Mendy\Batista-Mendy,MF,Nantes,fr Ligue 1,20,0.8,2.50,17.5,1.25,1.25,2.50,0.00
Benjamin Mendy\Benjamin-Mendy,DF,Manchester City,eng Premier League,26,10.6,1.42,11.8,0.47,0.57,1.04,0.09
Edouard Mendy\Edouard-Mendy,GK,Rennes,fr Ligue 1,28,1.0,0.00,0.00,0.00,0.00,0.00,0.00
Edouard Mendy\Edouard-Mendy,GK,Chelsea,eng Premier League,28,30.5,0.00,0.10,0.00,0.00,0.00,0.03
Ferland Mendy\Ferland-Mendy,DF,Real Madrid,es La Liga,25,24.5,1.27,7.88,0.20,1.02,1.27,0.00
Nampalys Mendy\Nampalys-Mendy,MF,Leicester City,eng Premier League,28,16.2,2.16,16.5,0.12,0.56,0.68,0.00
Hamza Mendyl\Hamza-Mendyl,FWDF,Schalke 04,de Bundesliga,22,1.1,3.64,30.0,0.00,0.91,0.91,0.00
Levent Mercan\Levent-Mercan,FW,Schalke 04,de Bundesliga,19,0.1,0.00,10.0,0.00,0.00,0.00,0.00
Jorge Meré\Jorge-Mere,DF,Köln,de Bundesliga,23,14.4,1.46,8.26,0.83,1.60,5.76,0.00
Alex Meret\Alex-Meret,GK,Napoli,it Serie A,23,22.0,0.00,0.05,0.00,0.00,0.00,0.05
Mikel Merino\Mikel-Merino,MF,Real Sociedad,es La Liga,24,23.9,2.43,19.0,0.38,1.34,1.26,0.00
Martín Merquelanz\Martin-Merquelanz,FWMF,Real Sociedad,es La Liga,25,6.1,0.82,8.85,0.16,1.31,1.31,0.00
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,DF,Hellas Verona,it Serie A,23,4.6,1.52,10.9,1.74,2.83,2.83,0.43
Dries Mertens\Dries-Mertens,FWMF,Napoli,it Serie A,33,16.2,1.11,21.1,0.12,0.56,0.31,0.00
Roque Mesa\Roque-Mesa,MF,Valladolid,es La Liga,31,19.6,2.24,19.7,0.15,0.66,1.43,0.00
Illan Meslier\Illan-Meslier,GK,Leeds United,eng Premier League,20,35.0,0.00,0.20,0.00,0.00,0.03,0.09
Lionel Messi\Lionel-Messi,FWMF,Barcelona,es La Liga,33,33.6,0.65,8.66,0.03,0.21,0.00,0.00
Junior Messias\Junior-Messias,MFFW,Crotone,it Serie A,29,35.7,1.76,16.9,0.31,1.06,1.15,0.00
Thomas Meunier\Thomas-Meunier,DF,Dortmund,de Bundesliga,28,16.4,2.26,10.4,0.49,0.98,2.20,0.12
Mexer\Mexer,DF,Bordeaux,fr Ligue 1,31,7.9,0.89,6.58,0.51,2.53,6.08,0.00
Max Meyer\Max-Meyer,MF,Köln,de Bundesliga,24,3.9,1.54,14.9,0.00,0.77,0.77,0.00
Omenuke Mfulu\Omenuke-Mfulu,MF,Elche,es La Liga,26,8.8,2.61,19.3,0.11,1.14,2.16,0.00
Míchel\Michel,MF,Valladolid,es La Liga,32,10.5,1.90,20.3,0.10,1.24,0.76,0.10
Jonas Michel Dirkner\Jonas-Michel-Dirkner,MF,Hertha BSC,de Bundesliga,18,0.2,5.00,35.0,0.00,0.00,0.00,0.00
Jonas Michelbrink\Jonas-Michelbrink,MF,Hertha BSC,de Bundesliga,19,0.4,0.00,40.0,0.00,0.00,0.00,0.00
Clément Michelin\Clement-Michelin,DF,Lens,fr Ligue 1,23,12.8,2.50,9.92,0.31,1.09,2.34,0.00
Edouard Michut\Edouard-Michut,MF,Paris S-G,fr Ligue 1,17,0.0,0,0,0,0,0,0
Petar Mićin\Petar-Micin,MF,Udinese,it Serie A,21,0.2,0.00,45.0,0.00,0.00,0.00,0.00
Florian Miguel\Florian-Miguel,DF,Nîmes,fr Ligue 1,23,17.1,1.58,8.07,0.82,2.05,5.56,0.06
Valentin Mihaila\Valentin-Mihaila,FWMF,Parma,it Serie A,20,7.8,0.64,14.1,0.26,0.51,0.77,0.00
Nikola Milenković\Nikola-Milenkovic,DF,Fiorentina,it Serie A,22,33.7,1.90,10.4,1.10,0.89,4.54,0.00
Arkadiusz Milik\Arkadiusz-Milik,FW,Marseille,fr Ligue 1,26,13.6,1.10,12.5,0.07,0.51,0.74,0.00
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,MF,Lazio,it Serie A,25,30.5,2.43,17.3,0.43,1.21,1.70,0.00
Vanja Milinković-Savić\Vanja-Milinkovic-Savic,GK,Torino,it Serie A,23,5.0,0.20,0.40,0.00,0.00,0.20,0.20
Éder Militão\Eder-Militao,DF,Real Madrid,es La Liga,22,12.6,1.75,8.97,0.48,1.67,5.71,0.00
Luka Milivojević\Luka-Milivojevic,MF,Crystal Palace,eng Premier League,29,26.2,2.56,17.7,0.23,1.68,1.91,0.00
Luis Milla\Luis-Milla,MF,Granada,es La Liga,25,13.9,1.44,20.1,0.07,1.51,0.94,0.00
Pere Milla\Pere-Milla,FWMF,Elche,es La Liga,27,22.0,1.27,21.1,0.18,0.82,0.68,0.00
Alejandro Millán\Alejandro-Millan,FW,Villarreal,es La Liga,20,0.0,0,3,0,0,0,0
Vincenzo Millico\Vincenzo-Millico,FWMF,Torino,it Serie A,19,0.2,0.00,35.0,0.00,0.00,0.00,0.00
Enzo Millot\Enzo-Millot,MF,Monaco,fr Ligue 1,18,0.5,2.00,16.0,0.00,2.00,0.00,0.00
James Milner\James-Milner,MFDF,Liverpool,eng Premier League,34,11.9,2.18,17.6,0.34,1.34,1.76,0.08
Santi Mina\Santi-Mina,FW,Celta Vigo,es La Liga,24,26.8,1.27,19.4,0.15,0.37,0.78,0.00
Yerry Mina\Yerry-Mina,DF,Everton,eng Premier League,25,21.5,1.16,6.88,1.21,0.60,6.05,0.05
Takumi Minamino\Takumi-Minamino,MFFW,Southampton,eng Premier League,25,7.9,0.63,18.5,0.13,1.01,1.39,0.00
Takumi Minamino\Takumi-Minamino,MFFW,Liverpool,eng Premier League,25,3.3,1.21,24.8,0.00,0.00,0.91,0.00
Tyrone Mings\Tyrone-Mings,DF,Aston Villa,eng Premier League,27,35.5,0.93,7.10,1.32,1.07,6.48,0.14
Óscar Mingueza\Oscar-Mingueza,DF,Barcelona,es La Liga,21,21.1,2.84,15.1,0.38,1.18,2.04,0.24
Rafa Mir\Rafa-Mir,FW,Huesca,es La Liga,23,32.0,0.47,13.5,0.13,0.34,0.72,0.00
Jorge Miramón\Jorge-Miramon,DF,Levante,es La Liga,31,19.2,2.14,10.8,0.21,1.77,3.44,0.05
Aleksei Miranchuk\Aleksei-Miranchuk,FWMF,Atalanta,it Serie A,24,7.5,2.80,15.7,0.00,0.80,0.27,0.00
Juan Miranda\Juan-Miranda,DF,Betis,es La Liga,20,18.4,1.68,13.5,0.16,1.47,3.70,0.00
Antonio Mirante\Antonio-Mirante,GK,Roma,it Serie A,37,12.8,0.00,0.08,0.00,0.00,0.08,0.00
Tyrick Mitchell\Tyrick-Mitchell,DF,Crystal Palace,eng Premier League,20,19.0,3.63,21.3,0.42,1.58,3.53,0.05
Aleksandar Mitrović\Aleksandar-Mitrovic,FW,Fulham,eng Premier League,25,15.6,0.71,12.5,0.26,0.19,0.45,0.00
Stefan Mitrović\Stefan-Mitrovic,DF,Strasbourg,fr Ligue 1,30,30.9,1.13,7.61,0.49,0.97,4.89,0.06
Maximilian Mittelstädt\Maximilian-Mittelstadt,DF,Hertha BSC,de Bundesliga,23,20.0,3.80,16.6,0.20,2.60,3.50,0.05
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,it Serie A,31,30.5,1.84,19.9,0.03,1.18,0.26,0.00
Jakub Moder\Jakub-Moder,DFMF,Brighton,eng Premier League,21,7.2,2.22,18.6,0.14,1.11,1.94,0.00
Anthony Modeste\Anthony-Modeste,FWMF,Köln,de Bundesliga,32,2.5,0.40,12.8,0.00,0.00,0.80,0.00
Anthony Modeste\Anthony-Modeste,FW,Saint-Étienne,fr Ligue 1,32,3.3,0.61,18.2,0.30,0.00,1.52,0.00
Luka Modrić\Luka-Modric,MF,Real Madrid,es La Liga,34,30.4,1.32,12.3,0.10,1.74,0.56,0.00
Terem Moffi\Terem-Moffi,FW,Lorient,fr Ligue 1,21,23.0,0.35,14.7,0.17,0.52,0.35,0.00
Kevin Möhwald\Kevin-Mohwald,MF,Werder Bremen,de Bundesliga,27,17.3,1.10,13.5,0.17,2.37,1.45,0.12
Niklas Moisander\Niklas-Moisander,DF,Werder Bremen,de Bundesliga,34,13.6,1.25,9.04,0.51,2.06,6.84,0.00
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,fr Ligue 1,18,1.0,0.00,21.0,0.00,1.00,0.00,0.00
Johan Mojica\Johan-Mojica,DF,Elche,es La Liga,27,13.4,1.94,16.6,0.22,2.01,2.39,0.00
Johan Mojica\Johan-Mojica,DFFW,Atalanta,it Serie A,27,3.3,2.73,12.4,0.30,0.61,0.91,0.00
Guillem Molina\Guillem-Molina,DF,Valencia,es La Liga,20,1.7,0.59,18.2,1.18,1.18,4.12,0.00
Jorge Molina\Jorge-Molina,FWMF,Granada,es La Liga,38,17.9,0.45,12.5,0.06,0.11,0.84,0.00
Nahuel Molina\Nahuel-Molina,DF,Udinese,it Serie A,22,20.3,1.48,14.2,0.30,1.58,2.22,0.15
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,it Serie A,28,25.7,1.79,13.9,0.27,0.78,1.36,0.00
Victor Mollejo\Victor-Mollejo,MFDF,Getafe,es La Liga,19,0.8,1.25,10.0,0.00,0.00,1.25,0.00
Florent Mollet\Florent-Mollet,MF,Montpellier,fr Ligue 1,28,26.2,0.84,12.0,0.11,1.11,0.50,0.00
Jayson Molumby\Jayson-Molumby,MF,Brighton,eng Premier League,20,0.0,0,1,0,0,0,0
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,DFFW,Stuttgart,de Bundesliga,17,0.4,2.50,20.0,0.00,0.00,2.50,0.00
Jon Moncayola\Jon-Moncayola,MF,Osasuna,es La Liga,22,29.6,1.79,21.6,0.27,0.71,1.76,0.03
Gabriele Moncini\Gabriele-Moncini,FW,Benevento,it Serie A,24,4.0,0.50,9.75,0.00,0.50,1.00,0.00
Thomas Monconduit\Thomas-Monconduit,MF,Lorient,fr Ligue 1,29,12.8,2.97,19.8,0.31,0.94,1.88,0.00
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Étienne,fr Ligue 1,31,6.3,1.59,19.4,0.00,0.95,1.75,0.00
Nacho Monreal\Nacho-Monreal,DF,Real Sociedad,es La Liga,34,23.1,1.34,10.0,0.22,1.39,2.90,0.00
Cristóbal Montiel\Cristobal-Montiel,DFFW,Fiorentina,it Serie A,20,0.0,0,5,0,0,0,0
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,it Serie A,24,37.0,0.00,0.14,0.00,0.00,0.03,0.08
Ángel Montoro\Angel-Montoro,MF,Granada,es La Liga,32,15.1,1.26,11.7,0.20,0.99,1.46,0.00
Martín Montoya\Martin-Montoya,DF,Betis,es La Liga,29,2.7,2.22,10.4,0.74,0.37,2.59,0.00
Emre Mor\Emre-Mor,FWMF,Celta Vigo,es La Liga,23,5.6,1.43,17.7,0.00,0.36,0.00,0.00
Luca Mora\Luca-Mora,MFFW,Spezia,it Serie A,32,1.3,2.31,19.2,0.77,0.77,1.54,0.00
Wesley Moraes\Wesley-Moraes,MFFW,Aston Villa,eng Premier League,23,0.2,0.00,25.0,0.00,0.00,0.00,0.00
Álvaro Morata\Alvaro-Morata,FW,Juventus,it Serie A,27,22.4,0.85,14.8,0.13,0.40,0.80,0.00
Jan Morávek\Jan-Moravek,MF,Augsburg,de Bundesliga,30,3.0,1.33,30.7,0.00,2.67,2.00,0.00
Jon Morcillo\Jon-Morcillo,MFFW,Athletic Club,es La Liga,21,15.1,0.79,15.6,0.00,1.46,0.53,0.00
Jérémy Morel\Jeremy-Morel,DF,Lorient,fr Ligue 1,36,27.7,1.19,7.98,0.47,1.48,3.94,0.04
Alberto Moreno\Alberto-Moreno,DF,Villarreal,es La Liga,28,2.1,2.38,13.8,0.48,0.48,2.38,0.00
Álex Moreno\Alex-Moreno,DF,Betis,es La Liga,27,19.8,2.12,14.1,0.25,1.31,2.78,0.00
Gerard Moreno\Gerard-Moreno,FWMF,Villarreal,es La Liga,28,29.7,0.64,11.0,0.17,0.51,0.84,0.00
Tete Morente\Tete-Morente,MFFW,Elche,es La Liga,23,22.4,1.61,14.8,0.04,0.76,1.38,0.00
Mateu Morey\Mateu-Morey,DF,Dortmund,de Bundesliga,20,9.2,1.52,12.1,0.11,1.85,0.76,0.11
